"Fayette County, Iowa","20,880"
"Floyd County, Iowa","16,303"
"Franklin County, Iowa","10,680"
"Fremont County, Iowa","7,441"
"Greene County, Iowa","9,336"
"Grundy County, Iowa","12,453"
"Guthrie County, Iowa","10,954"
"Hamilton County, Iowa","15,673"
"Hancock County, Iowa","11,341"
"Hardin County, Iowa","17,534"
"Harrison County, Iowa","14,928"
"Henry County, Iowa","20,145"
"Howard County, Iowa","9,566"
"Humboldt County, Iowa","9,815"
"Ida County, Iowa","7,089"
"Iowa County, Iowa","16,355"
"Jackson County, Iowa","19,848"
"Jasper County, Iowa","36,842"
"Jefferson County, Iowa","16,843"
"Johnson County, Iowa","130,882"
"Jones County, Iowa","20,638"
"Keokuk County, Iowa","10,511"
"Kossuth County, Iowa","15,543"
"Lee County, Iowa","35,862"
"Linn County, Iowa","211,226"
"Louisa County, Iowa","11,387"
"Lucas County, Iowa","8,898"
"Lyon County, Iowa","11,581"
"Madison County, Iowa","15,679"
"Mahaska County, Iowa","22,381"
"Marion County, Iowa","33,309"
"Marshall County, Iowa","40,648"
"Mills County, Iowa","15,059"
"Mitchell County, Iowa","10,776"
"Monona County, Iowa","9,243"
"Monroe County, Iowa","7,970"
"Montgomery County, Iowa","10,740"
"Muscatine County, Iowa","42,745"
"O'Brien County, Iowa","14,398"
"Osceola County, Iowa","6,462"
"Page County, Iowa","15,932"
"Palo Alto County, Iowa","9,421"
"Plymouth County, Iowa","24,986"
"Pocahontas County, Iowa","7,310"
"Polk County, Iowa","430,640"
"Pottawattamie County, Iowa","93,158"
"Poweshiek County, Iowa","18,914"
"Ringgold County, Iowa","5,131"
"Sac County, Iowa","10,350"
"Scott County, Iowa","165,224"
"Shelby County, Iowa","12,167"
"Sioux County, Iowa","33,704"
"Story County, Iowa","89,542"
"Tama County, Iowa","17,767"
"Taylor County, Iowa","6,317"
"Union County, Iowa","12,534"
"Van Buren County, Iowa","7,570"
"Wapello County, Iowa","35,625"
"Warren County, Iowa","46,225"
"Washington County, Iowa","21,704"
"Wayne County, Iowa","6,403"
"Webster County, Iowa","38,013"
"Winnebago County, Iowa","10,866"
"Winneshiek County, Iowa","21,056"
"Woodbury County, Iowa","102,172"
"Worth County, Iowa","7,598"
"Wright County, Iowa","13,229"
"Allen County, Kansas","13,371"
"Anderson County, Kansas","8,102"
"Atchison County, Kansas","16,924"
"Barber County, Kansas","4,861"
"Barton County, Kansas","27,674"
"Bourbon County, Kansas","15,173"
"Brown County, Kansas","9,984"
"Butler County, Kansas","65,880"
"Chase County, Kansas","2,790"
"Chautauqua County, Kansas","3,669"
"Cherokee County, Kansas","21,603"
"Cheyenne County, Kansas","2,726"
"Clark County, Kansas","2,215"
"Clay County, Kansas","8,535"
"Cloud County, Kansas","9,533"
"Coffey County, Kansas","8,601"
"Comanche County, Kansas","1,891"
"Cowley County, Kansas","36,311"
"Crawford County, Kansas","39,134"
"Decatur County, Kansas","2,961"
"Dickinson County, Kansas","19,754"
"Doniphan County, Kansas","7,945"
"Douglas County, Kansas","110,826"
"Edwards County, Kansas","3,037"
"Elk County, Kansas","2,882"
"Ellis County, Kansas","28,452"
"Ellsworth County, Kansas","6,497"
"Finney County, Kansas","36,776"
"Ford County, Kansas","33,848"
"Franklin County, Kansas","25,992"
"Geary County, Kansas","34,362"
"Gove County, Kansas","2,695"
"Graham County, Kansas","2,597"
"Grant County, Kansas","7,829"
"Gray County, Kansas","6,006"
"Greeley County, Kansas","1,247"
"Greenwood County, Kansas","6,689"
"Hamilton County, Kansas","2,690"
"Harper County, Kansas","6,034"
"Harvey County, Kansas","34,684"
"Haskell County, Kansas","4,256"
"Hodgeman County, Kansas","1,916"
"Jackson County, Kansas","13,462"
"Jefferson County, Kansas","19,126"
"Jewell County, Kansas","3,077"
"Johnson County, Kansas","544,179"
"Kearny County, Kansas","3,977"
"Kingman County, Kansas","7,858"
"Kiowa County, Kansas","2,553"
"Labette County, Kansas","21,607"
"Lane County, Kansas","1,750"
"Leavenworth County, Kansas","76,227"
"Lincoln County, Kansas","3,241"
"Linn County, Kansas","9,656"
"Logan County, Kansas","2,756"
"Lyon County, Kansas","33,690"
"McPherson County, Kansas","29,180"
"Marion County, Kansas","12,660"
"Marshall County, Kansas","10,117"
"Meade County, Kansas","4,575"
"Miami County, Kansas","32,787"
"Mitchell County, Kansas","6,373"
"Montgomery County, Kansas","35,471"
"Morris County, Kansas","5,923"
"Morton County, Kansas","3,233"
"Nemaha County, Kansas","10,178"
"Neosho County, Kansas","16,512"
"Ness County, Kansas","3,107"
"Norton County, Kansas","5,671"
"Osage County, Kansas","16,295"
"Osborne County, Kansas","3,858"
"Ottawa County, Kansas","6,091"
"Pawnee County, Kansas","6,973"
"Phillips County, Kansas","5,642"
"Pottawatomie County, Kansas","21,604"
"Pratt County, Kansas","9,656"
"Rawlins County, Kansas","2,519"
"Reno County, Kansas","64,511"
"Republic County, Kansas","4,980"
"Rice County, Kansas","10,083"
"Riley County, Kansas","71,115"
"Rooks County, Kansas","5,181"
"Rush County, Kansas","3,307"
"Russell County, Kansas","6,970"
"Saline County, Kansas","55,606"
"Scott County, Kansas","4,936"
"Sedgwick County, Kansas","498,365"
"Seward County, Kansas","22,952"
"Shawnee County, Kansas","177,934"
"Sheridan County, Kansas","2,556"
"Sherman County, Kansas","6,010"
"Smith County, Kansas","3,853"
"Stafford County, Kansas","4,437"
"Stanton County, Kansas","2,235"
"Stevens County, Kansas","5,724"
"Sumner County, Kansas","24,132"
"Thomas County, Kansas","7,900"
"Trego County, Kansas","3,001"
"Wabaunsee County, Kansas","7,053"
"Wallace County, Kansas","1,485"
"Washington County, Kansas","5,799"
"Wichita County, Kansas","2,234"
"Wilson County, Kansas","9,409"
"Woodson County, Kansas","3,309"
"Wyandotte County, Kansas","157,505"
"Adair County, Kentucky","18,656"
"Allen County, Kentucky","19,956"
"Anderson County, Kentucky","21,421"
"Ballard County, Kentucky","8,249"
"Barren County, Kentucky","42,173"
"Bath County, Kentucky","11,591"
"Bell County, Kentucky","28,691"
"Boone County, Kentucky","118,811"
"Bourbon County, Kentucky","19,985"
"Boyd County, Kentucky","49,542"
"Boyle County, Kentucky","28,432"
"Bracken County, Kentucky","8,488"
"Breathitt County, Kentucky","13,878"
"Breckinridge County, Kentucky","20,059"
"Bullitt County, Kentucky","74,319"
"Butler County, Kentucky","12,690"
"Caldwell County, Kentucky","12,984"
"Calloway County, Kentucky","37,191"
"Campbell County, Kentucky","90,336"
"Carlisle County, Kentucky","5,104"
"Carroll County, Kentucky","10,811"
"Carter County, Kentucky","27,720"
"Casey County, Kentucky","15,955"
"Christian County, Kentucky","73,955"
"Clark County, Kentucky","35,613"
"Clay County, Kentucky","21,730"
"Clinton County, Kentucky","10,272"
"Crittenden County, Kentucky","9,315"
"Cumberland County, Kentucky","6,856"
"Daviess County, Kentucky","96,656"
"Edmonson County, Kentucky","12,161"
"Elliott County, Kentucky","7,852"
"Estill County, Kentucky","14,672"
"Fayette County, Kentucky","295,803"
"Fleming County, Kentucky","14,348"
"Floyd County, Kentucky","39,451"
"Franklin County, Kentucky","49,285"
"Fulton County, Kentucky","6,813"
"Gallatin County, Kentucky","8,589"
"Garrard County, Kentucky","16,912"
"Grant County, Kentucky","24,662"
"Graves County, Kentucky","37,121"
"Grayson County, Kentucky","25,746"
"Green County, Kentucky","11,258"
"Greenup County, Kentucky","36,910"
"Hancock County, Kentucky","8,565"
"Hardin County, Kentucky","105,543"
"Harlan County, Kentucky","29,278"
"Harrison County, Kentucky","18,846"
"Hart County, Kentucky","18,199"
"Henderson County, Kentucky","46,250"
"Henry County, Kentucky","15,416"
"Hickman County, Kentucky","4,902"
"Hopkins County, Kentucky","46,920"
"Jackson County, Kentucky","13,494"
"Jefferson County, Kentucky","741,096"
"Jessamine County, Kentucky","48,586"
"Johnson County, Kentucky","23,356"
"Kenton County, Kentucky","159,720"
"Knott County, Kentucky","16,346"
"Knox County, Kentucky","31,883"
"Larue County, Kentucky","14,193"
"Laurel County, Kentucky","58,849"
"Lawrence County, Kentucky","15,860"
"Lee County, Kentucky","7,887"
"Leslie County, Kentucky","11,310"
"Letcher County, Kentucky","24,519"
"Lewis County, Kentucky","13,870"
"Lincoln County, Kentucky","24,742"
"Livingston County, Kentucky","9,519"
"Logan County, Kentucky","26,835"
"Lyon County, Kentucky","8,314"
"McCracken County, Kentucky","65,565"
"McCreary County, Kentucky","18,306"
"McLean County, Kentucky","9,531"
"Madison County, Kentucky","82,916"
"Magoffin County, Kentucky","13,333"
"Marion County, Kentucky","19,820"
"Marshall County, Kentucky","31,448"
"Martin County, Kentucky","12,929"
"Mason County, Kentucky","17,490"
"Meade County, Kentucky","28,602"
"Menifee County, Kentucky","6,306"
"Mercer County, Kentucky","21,331"
"Metcalfe County, Kentucky","10,099"
"Monroe County, Kentucky","10,963"
"Montgomery County, Kentucky","26,499"
"Morgan County, Kentucky","13,923"
"Muhlenberg County, Kentucky","31,499"
"Nelson County, Kentucky","43,437"
"Nicholas County, Kentucky","7,135"
"Ohio County, Kentucky","23,842"
"Oldham County, Kentucky","60,316"
"Owen County, Kentucky","10,841"
"Owsley County, Kentucky","4,755"
"Pendleton County, Kentucky","14,877"
"Perry County, Kentucky","28,712"
"Pike County, Kentucky","65,024"
"Powell County, Kentucky","12,613"
"Pulaski County, Kentucky","63,063"
"Robertson County, Kentucky","2,282"
"Rockcastle County, Kentucky","17,056"
"Rowan County, Kentucky","23,333"
"Russell County, Kentucky","17,565"
"Scott County, Kentucky","47,173"
"Shelby County, Kentucky","42,074"
"Simpson County, Kentucky","17,327"
"Spencer County, Kentucky","17,061"
"Taylor County, Kentucky","24,512"
"Todd County, Kentucky","12,460"
"Trigg County, Kentucky","14,339"
"Trimble County, Kentucky","8,809"
"Union County, Kentucky","15,007"
"Warren County, Kentucky","113,792"
"Washington County, Kentucky","11,717"
"Wayne County, Kentucky","20,813"
"Webster County, Kentucky","13,621"
"Whitley County, Kentucky","35,637"
"Wolfe County, Kentucky","7,355"
"Woodford County, Kentucky","24,939"
"Acadia Parish, Louisiana","61,773"
"Allen Parish, Louisiana","25,764"
"Ascension Parish, Louisiana","107,215"
"Assumption Parish, Louisiana","23,421"
"Avoyelles Parish, Louisiana","42,073"
"Beauregard Parish, Louisiana","35,654"
"Bienville Parish, Louisiana","14,353"
"Bossier Parish, Louisiana","116,979"
"Caddo Parish, Louisiana","254,969"
"Calcasieu Parish, Louisiana","192,768"
"Caldwell Parish, Louisiana","10,132"
"Cameron Parish, Louisiana","6,839"
"Catahoula Parish, Louisiana","10,407"
"Claiborne Parish, Louisiana","17,195"
"Concordia Parish, Louisiana","20,822"
"De Soto Parish, Louisiana","26,656"
"East Baton Rouge Parish, Louisiana","440,171"
"East Carroll Parish, Louisiana","7,759"
"East Feliciana Parish, Louisiana","20,267"
"Evangeline Parish, Louisiana","33,984"
"Franklin Parish, Louisiana","20,767"
"Grant Parish, Louisiana","22,309"
"Iberia Parish, Louisiana","73,240"
"Iberville Parish, Louisiana","33,387"
"Jackson Parish, Louisiana","16,274"
"Jefferson Parish, Louisiana","432,552"
"Jefferson Davis Parish, Louisiana","31,594"
"Lafayette Parish, Louisiana","221,578"
"Lafourche Parish, Louisiana","96,318"
"LaSalle Parish, Louisiana","14,890"
"Lincoln Parish, Louisiana","46,735"
"Livingston Parish, Louisiana","128,026"
"Madison Parish, Louisiana","12,093"
"Morehouse Parish, Louisiana","27,979"
"Natchitoches Parish, Louisiana","39,566"
"Orleans Parish, Louisiana","343,829"
"Ouachita Parish, Louisiana","153,720"
"Plaquemines Parish, Louisiana","23,042"
"Pointe Coupee Parish, Louisiana","22,802"
"Rapides Parish, Louisiana","131,613"
"Red River Parish, Louisiana","9,091"
"Richland Parish, Louisiana","20,725"
"Sabine Parish, Louisiana","24,233"
"St. Bernard Parish, Louisiana","35,897"
"St. Charles Parish, Louisiana","52,780"
"St. Helena Parish, Louisiana","11,203"
"St. James Parish, Louisiana","22,102"
"St. John the Baptist Parish, Louisiana","45,924"
"St. Landry Parish, Louisiana","83,384"
"St. Martin Parish, Louisiana","52,160"
"St. Mary Parish, Louisiana","54,650"
"St. Tammany Parish, Louisiana","233,740"
"Tangipahoa Parish, Louisiana","121,097"
"Tensas Parish, Louisiana","5,252"
"Terrebonne Parish, Louisiana","111,860"
"Union Parish, Louisiana","22,721"
"Vermilion Parish, Louisiana","57,999"
"Vernon Parish, Louisiana","52,334"
"Washington Parish, Louisiana","47,168"
"Webster Parish, Louisiana","41,207"
"West Baton Rouge Parish, Louisiana","23,788"
"West Carroll Parish, Louisiana","11,604"
"West Feliciana Parish, Louisiana","15,625"
"Winn Parish, Louisiana","15,313"
"Androscoggin County, Maine","107,702"
"Aroostook County, Maine","71,870"
"Cumberland County, Maine","281,674"
"Franklin County, Maine","30,768"
"Hancock County, Maine","54,418"
"Kennebec County, Maine","122,151"
"Knox County, Maine","39,736"
"Lincoln County, Maine","34,457"
"Oxford County, Maine","57,833"
"Penobscot County, Maine","153,923"
"Piscataquis County, Maine","17,535"
"Sagadahoc County, Maine","35,293"
"Somerset County, Maine","52,228"
"Waldo County, Maine","38,786"
"Washington County, Maine","32,856"
"York County, Maine","197,131"
"Allegany County, Maryland","75,087"
"Anne Arundel County, Maryland","537,656"
"Baltimore County, Maryland","805,029"
"Calvert County, Maryland","88,737"
"Caroline County, Maryland","33,066"
"Carroll County, Maryland","167,134"
"Cecil County, Maryland","101,108"
"Charles County, Maryland","146,551"
"Dorchester County, Maryland","32,618"
"Frederick County, Maryland","233,385"
"Garrett County, Maryland","30,097"
"Harford County, Maryland","244,826"
"Howard County, Maryland","287,085"
"Kent County, Maryland","20,197"
"Montgomery County, Maryland","971,777"
"Prince George's County, Maryland","863,420"
"Queen Anne's County, Maryland","47,798"
"St. Mary's County, Maryland","105,151"
"Somerset County, Maryland","26,470"
"Talbot County, Maryland","37,782"
"Washington County, Maryland","147,430"
"Wicomico County, Maryland","98,733"
"Worcester County, Maryland","51,454"
"Baltimore city, Maryland","620,961"
"Barnstable County, Massachusetts","215,888"
"Berkshire County, Massachusetts","131,219"
"Bristol County, Massachusetts","548,285"
"Dukes County, Massachusetts","16,535"
"Essex County, Massachusetts","743,159"
"Franklin County, Massachusetts","71,372"
"Hampden County, Massachusetts","463,490"
"Hampshire County, Massachusetts","158,080"
"Middlesex County, Massachusetts","1,503,085"
"Nantucket County, Massachusetts","10,172"
"Norfolk County, Massachusetts","670,850"
"Plymouth County, Massachusetts","494,919"
"Suffolk County, Massachusetts","722,023"
"Worcester County, Massachusetts","798,552"
"Alcona County, Michigan","10,942"
"Alger County, Michigan","9,601"
"Allegan County, Michigan","111,408"
"Alpena County, Michigan","29,598"
"Antrim County, Michigan","23,580"
"Arenac County, Michigan","15,899"
"Baraga County, Michigan","8,860"
"Barry County, Michigan","59,173"
"Bay County, Michigan","107,771"
"Benzie County, Michigan","17,525"
"Berrien County, Michigan","156,813"
"Branch County, Michigan","45,248"
"Calhoun County, Michigan","136,146"
"Cass County, Michigan","52,293"
"Charlevoix County, Michigan","25,949"
"Cheboygan County, Michigan","26,152"
"Chippewa County, Michigan","38,520"
"Clare County, Michigan","30,926"
"Clinton County, Michigan","75,382"
"Crawford County, Michigan","14,074"
"Delta County, Michigan","37,069"
"Dickinson County, Michigan","26,168"
"Eaton County, Michigan","107,759"
"Emmet County, Michigan","32,694"
"Genesee County, Michigan","425,790"
"Gladwin County, Michigan","25,692"
"Gogebic County, Michigan","16,427"
"Grand Traverse County, Michigan","86,986"
"Gratiot County, Michigan","42,476"
"Hillsdale County, Michigan","46,688"
"Houghton County, Michigan","36,628"
"Huron County, Michigan","33,118"
"Ingham County, Michigan","280,895"
"Ionia County, Michigan","63,905"
"Iosco County, Michigan","25,887"
"Iron County, Michigan","11,817"
"Isabella County, Michigan","70,311"
"Jackson County, Michigan","160,248"
"Kalamazoo County, Michigan","250,331"
"Kalkaska County, Michigan","17,153"
"Kent County, Michigan","602,622"
"Keweenaw County, Michigan","2,156"
"Lake County, Michigan","11,539"
"Lapeer County, Michigan","88,319"
"Leelanau County, Michigan","21,708"
"Lenawee County, Michigan","99,892"
"Livingston County, Michigan","180,967"
"Luce County, Michigan","6,631"
"Mackinac County, Michigan","11,113"
"Macomb County, Michigan","840,978"
"Manistee County, Michigan","24,733"
"Marquette County, Michigan","67,077"
"Mason County, Michigan","28,705"
"Mecosta County, Michigan","42,798"
"Menominee County, Michigan","24,029"
"Midland County, Michigan","83,629"
"Missaukee County, Michigan","14,849"
"Monroe County, Michigan","152,021"
"Montcalm County, Michigan","63,342"
"Montmorency County, Michigan","9,765"
"Muskegon County, Michigan","172,188"
"Newaygo County, Michigan","48,460"
"Oakland County, Michigan","1,202,362"
"Oceana County, Michigan","26,570"
"Ogemaw County, Michigan","21,699"
"Ontonagon County, Michigan","6,780"
"Osceola County, Michigan","23,528"
"Oscoda County, Michigan","8,640"
"Otsego County, Michigan","24,164"
"Ottawa County, Michigan","263,801"
"Presque Isle County, Michigan","13,376"
"Roscommon County, Michigan","24,449"
"Saginaw County, Michigan","200,169"
"St. Clair County, Michigan","163,040"
"St. Joseph County, Michigan","61,295"
"Sanilac County, Michigan","43,114"
"Schoolcraft County, Michigan","8,485"
"Shiawassee County, Michigan","70,648"
"Tuscola County, Michigan","55,729"
"Van Buren County, Michigan","76,258"
"Washtenaw County, Michigan","344,791"
"Wayne County, Michigan","1,820,584"
"Wexford County, Michigan","32,735"
"Aitkin County, Minnesota","16,202"
"Anoka County, Minnesota","330,844"
"Becker County, Minnesota","32,504"
"Beltrami County, Minnesota","44,442"
"Benton County, Minnesota","38,451"
"Big Stone County, Minnesota","5,269"
"Blue Earth County, Minnesota","64,013"
"Brown County, Minnesota","25,893"
"Carlton County, Minnesota","35,386"
"Carver County, Minnesota","91,042"
"Cass County, Minnesota","28,567"
"Chippewa County, Minnesota","12,441"
"Chisago County, Minnesota","53,887"
"Clay County, Minnesota","58,999"
"Clearwater County, Minnesota","8,695"
"Cook County, Minnesota","5,176"
"Cottonwood County, Minnesota","11,687"
"Crow Wing County, Minnesota","62,500"
"Dakota County, Minnesota","398,552"
"Dodge County, Minnesota","20,087"
"Douglas County, Minnesota","36,009"
"Faribault County, Minnesota","14,553"
"Fillmore County, Minnesota","20,866"
"Freeborn County, Minnesota","31,255"
"Goodhue County, Minnesota","46,183"
"Grant County, Minnesota","6,018"
"Hennepin County, Minnesota","1,152,425"
"Houston County, Minnesota","19,027"
"Hubbard County, Minnesota","20,428"
"Isanti County, Minnesota","37,816"
"Itasca County, Minnesota","45,058"
"Jackson County, Minnesota","10,266"
"Kanabec County, Minnesota","16,239"
"Kandiyohi County, Minnesota","42,239"
"Kittson County, Minnesota","4,552"
"Koochiching County, Minnesota","13,311"
"Lac qui Parle County, Minnesota","7,259"
"Lake County, Minnesota","10,866"
"Lake of the Woods County, Minnesota","4,045"
"Le Sueur County, Minnesota","27,703"
"Lincoln County, Minnesota","5,896"
"Lyon County, Minnesota","25,857"
"McLeod County, Minnesota","36,651"
"Mahnomen County, Minnesota","5,413"
"Marshall County, Minnesota","9,439"
"Martin County, Minnesota","20,840"
"Meeker County, Minnesota","23,300"
"Mille Lacs County, Minnesota","26,097"
"Morrison County, Minnesota","33,198"
"Mower County, Minnesota","39,163"
"Murray County, Minnesota","8,725"
"Nicollet County, Minnesota","32,727"
"Nobles County, Minnesota","21,378"
"Norman County, Minnesota","6,852"
"Olmsted County, Minnesota","144,248"
"Otter Tail County, Minnesota","57,303"
"Pennington County, Minnesota","13,930"
"Pine County, Minnesota","29,750"
"Pipestone County, Minnesota","9,596"
"Polk County, Minnesota","31,600"
"Pope County, Minnesota","10,995"
"Ramsey County, Minnesota","508,640"
"Red Lake County, Minnesota","4,089"
"Redwood County, Minnesota","16,059"
"Renville County, Minnesota","15,730"
"Rice County, Minnesota","64,142"
"Rock County, Minnesota","9,687"
"Roseau County, Minnesota","15,629"
"St. Louis County, Minnesota","200,226"
"Scott County, Minnesota","129,928"
"Sherburne County, Minnesota","88,499"
"Sibley County, Minnesota","15,226"
"Stearns County, Minnesota","150,642"
"Steele County, Minnesota","36,576"
"Stevens County, Minnesota","9,726"
"Swift County, Minnesota","9,783"
"Todd County, Minnesota","24,895"
"Traverse County, Minnesota","3,558"
"Wabasha County, Minnesota","21,676"
"Wadena County, Minnesota","13,843"
"Waseca County, Minnesota","19,136"
"Washington County, Minnesota","238,136"
"Watonwan County, Minnesota","11,211"
"Wilkin County, Minnesota","6,576"
"Winona County, Minnesota","51,461"
"Wright County, Minnesota","124,700"
"Yellow Medicine County, Minnesota","10,438"
"Adams County, Mississippi","32,297"
"Alcorn County, Mississippi","37,057"
"Amite County, Mississippi","13,131"
"Attala County, Mississippi","19,564"
"Benton County, Mississippi","8,729"
"Bolivar County, Mississippi","34,145"
"Calhoun County, Mississippi","14,962"
"Carroll County, Mississippi","10,597"
"Chickasaw County, Mississippi","17,392"
"Choctaw County, Mississippi","8,547"
"Claiborne County, Mississippi","9,604"
"Clarke County, Mississippi","16,732"
"Clay County, Mississippi","20,634"
"Coahoma County, Mississippi","26,151"
"Copiah County, Mississippi","29,449"
"Covington County, Mississippi","19,568"
"DeSoto County, Mississippi","161,252"
"Forrest County, Mississippi","74,934"
"Franklin County, Mississippi","8,118"
"George County, Mississippi","22,578"
"Greene County, Mississippi","14,400"
"Grenada County, Mississippi","21,906"
"Hancock County, Mississippi","43,929"
"Harrison County, Mississippi","187,105"
"Hinds County, Mississippi","245,285"
"Holmes County, Mississippi","19,198"
"Humphreys County, Mississippi","9,375"
"Issaquena County, Mississippi","1,406"
"Itawamba County, Mississippi","23,401"
"Jackson County, Mississippi","139,668"
"Jasper County, Mississippi","17,062"
"Jefferson County, Mississippi","7,726"
"Jefferson Davis County, Mississippi","12,487"
"Jones County, Mississippi","67,761"
"Kemper County, Mississippi","10,456"
"Lafayette County, Mississippi","47,351"
"Lamar County, Mississippi","55,658"
"Lauderdale County, Mississippi","80,261"
"Lawrence County, Mississippi","12,929"
"Leake County, Mississippi","23,805"
"Lee County, Mississippi","82,910"
"Leflore County, Mississippi","32,317"
"Lincoln County, Mississippi","34,869"
"Lowndes County, Mississippi","59,779"
"Madison County, Mississippi","95,203"
"Marion County, Mississippi","27,088"
"Marshall County, Mississippi","37,144"
"Monroe County, Mississippi","36,989"
"Montgomery County, Mississippi","10,925"
"Neshoba County, Mississippi","29,676"
"Newton County, Mississippi","21,720"
"Noxubee County, Mississippi","11,545"
"Oktibbeha County, Mississippi","47,671"
"Panola County, Mississippi","34,707"
"Pearl River County, Mississippi","55,834"
"Perry County, Mississippi","12,250"
"Pike County, Mississippi","40,404"
"Pontotoc County, Mississippi","29,957"
"Prentiss County, Mississippi","25,276"
"Quitman County, Mississippi","8,223"
"Rankin County, Mississippi","141,617"
"Scott County, Mississippi","28,264"
"Sharkey County, Mississippi","4,916"
"Simpson County, Mississippi","27,503"
"Smith County, Mississippi","16,491"
"Stone County, Mississippi","17,786"
"Sunflower County, Mississippi","29,450"
"Tallahatchie County, Mississippi","15,378"
"Tate County, Mississippi","28,886"
"Tippah County, Mississippi","22,232"
"Tishomingo County, Mississippi","19,593"
"Tunica County, Mississippi","10,778"
"Union County, Mississippi","27,134"
"Walthall County, Mississippi","15,443"
"Warren County, Mississippi","48,773"
"Washington County, Mississippi","51,137"
"Wayne County, Mississippi","20,747"
"Webster County, Mississippi","10,253"
"Wilkinson County, Mississippi","9,878"
"Winston County, Mississippi","19,198"
"Yalobusha County, Mississippi","12,678"
"Yazoo County, Mississippi","28,065"
"Adair County, Missouri","25,607"
"Andrew County, Missouri","17,291"
"Atchison County, Missouri","5,685"
"Audrain County, Missouri","25,529"
"Barry County, Missouri","35,597"
"Barton County, Missouri","12,402"
"Bates County, Missouri","17,049"
"Benton County, Missouri","19,056"
"Bollinger County, Missouri","12,363"
"Boone County, Missouri","162,642"
"Buchanan County, Missouri","89,201"
"Butler County, Missouri","42,794"
"Caldwell County, Missouri","9,424"
"Callaway County, Missouri","44,332"
"Camden County, Missouri","44,002"
"Cape Girardeau County, Missouri","75,674"
"Carroll County, Missouri","9,295"
"Carter County, Missouri","6,265"
"Cass County, Missouri","99,478"
"Cedar County, Missouri","13,982"
"Chariton County, Missouri","7,831"
"Christian County, Missouri","77,422"
"Clark County, Missouri","7,139"
"Clay County, Missouri","221,939"
"Clinton County, Missouri","20,743"
"Cole County, Missouri","75,990"
"Cooper County, Missouri","17,601"
"Crawford County, Missouri","24,696"
"Dade County, Missouri","7,883"
"Dallas County, Missouri","16,777"
"Daviess County, Missouri","8,433"
"DeKalb County, Missouri","12,892"
"Dent County, Missouri","15,657"
"Douglas County, Missouri","13,684"
"Dunklin County, Missouri","31,953"
"Franklin County, Missouri","101,492"
"Gasconade County, Missouri","15,222"
"Gentry County, Missouri","6,738"
"Greene County, Missouri","275,174"
"Grundy County, Missouri","10,261"
"Harrison County, Missouri","8,957"
"Henry County, Missouri","22,272"
"Hickory County, Missouri","9,627"
"Holt County, Missouri","4,912"
"Howard County, Missouri","10,144"
"Howell County, Missouri","40,400"
"Iron County, Missouri","10,630"
"Jackson County, Missouri","674,158"
"Jasper County, Missouri","117,404"
"Jefferson County, Missouri","218,733"
"Johnson County, Missouri","52,595"
"Knox County, Missouri","4,131"
"Laclede County, Missouri","35,571"
"Lafayette County, Missouri","33,381"
"Lawrence County, Missouri","38,634"
"Lewis County, Missouri","10,211"
"Lincoln County, Missouri","52,566"
"Linn County, Missouri","12,761"
"Livingston County, Missouri","15,195"
"McDonald County, Missouri","23,083"
"Macon County, Missouri","15,566"
"Madison County, Missouri","12,226"
"Maries County, Missouri","9,176"
"Marion County, Missouri","28,781"
"Mercer County, Missouri","3,785"
"Miller County, Missouri","24,748"
"Mississippi County, Missouri","14,358"
"Moniteau County, Missouri","15,607"
"Monroe County, Missouri","8,840"
"Montgomery County, Missouri","12,236"
"Morgan County, Missouri","20,565"
"New Madrid County, Missouri","18,956"
"Newton County, Missouri","58,114"
"Nodaway County, Missouri","23,370"
"Oregon County, Missouri","10,881"
"Osage County, Missouri","13,878"
"Ozark County, Missouri","9,723"
"Pemiscot County, Missouri","18,296"
"Perry County, Missouri","18,971"
"Pettis County, Missouri","42,201"
"Phelps County, Missouri","45,156"
"Pike County, Missouri","18,516"
"Platte County, Missouri","89,322"
"Polk County, Missouri","31,137"
"Pulaski County, Missouri","52,274"
"Putnam County, Missouri","4,979"
"Ralls County, Missouri","10,167"
"Randolph County, Missouri","25,414"
"Ray County, Missouri","23,494"
"Reynolds County, Missouri","6,696"
"Ripley County, Missouri","14,100"
"St. Charles County, Missouri","360,485"
"St. Clair County, Missouri","9,805"
"Ste. Genevieve County, Missouri","18,145"
"St. Francois County, Missouri","65,359"
"St. Louis County, Missouri","998,954"
"Saline County, Missouri","23,370"
"Schuyler County, Missouri","4,431"
"Scotland County, Missouri","4,843"
"Scott County, Missouri","39,191"
"Shannon County, Missouri","8,441"
"Shelby County, Missouri","6,373"
"Stoddard County, Missouri","29,968"
"Stone County, Missouri","32,202"
"Sullivan County, Missouri","6,714"
"Taney County, Missouri","51,675"
"Texas County, Missouri","26,008"
"Vernon County, Missouri","21,159"
"Warren County, Missouri","32,513"
"Washington County, Missouri","25,195"
"Wayne County, Missouri","13,521"
"Webster County, Missouri","36,202"
"Worth County, Missouri","2,171"
"Wright County, Missouri","18,815"
"St. Louis city, Missouri","319,294"
"Beaverhead County, Montana","9,246"
"Big Horn County, Montana","12,865"
"Blaine County, Montana","6,491"
"Broadwater County, Montana","5,612"
"Carbon County, Montana","10,078"
"Carter County, Montana","1,160"
"Cascade County, Montana","81,327"
"Chouteau County, Montana","5,813"
"Custer County, Montana","11,699"
